Kunta,C,100;Mjtunnus,N,10,0;Kohdenimi,C,100;Ajoitus,C,254;Tyyppi,C,100;Alatyyppi,C,100;Laji,C,100;I,N,31,15;P,N,31,15;Paikannust,N,10,0;Paikannu00,N,10,0;Selite,C,254;Tuhoutunut,C,100;Luontipvm,D;Muutospvm,D;Zala,N,14,2;Zylä,N,14,2;Vedenalain,C,1
Espoo;2363;Meerlammen ruuhi 1;ei määritelty;alusten hylyt;ruuhet;mahdollinen muinaisjäännös;366393.159;6686096.282;11003;0;Paikannettu karttaliitteen mukaan, mutta tarkempi löytöpaikka tuntematon.;Ei;29.11.04;28.01.11;0.00;0.00;k
Raasepori;2366;Höyrylaiva Bengtskär ja proomu;historiallinen;alusten hylyt;ei määritelty;muu kohde;266956.329;6646964.501;11002;0;Paikannettu J. Sulkun ilmoittamien koordinaattien ja kartan perusteella.;Ei;01.12.04;28.01.11;0.00;0.00;k
Hanko;2316;Låglandet itäpuoli;ei määritelty;alusten hylyt;hylyt (puu);muu kohde;271886.4;6636051.914;11002;0;Paikannettu J. Sulkun karttapiirroksen perusteella.;Ei;19.11.04;28.01.11;0.00;0.00;k
Hanko;2317;Örskär;historiallinen;alusten hylyt;hylyt (puu);muu kohde;271900.4;6634831.405;11002;0;Paikannettu J. Sulkun karttapiirroksen perusteella.;Ei;19.11.04;28.01.11;0.00;0.00;k
Kemiönsaari;2349;Högland 1;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;239624.174;6672767;11002;0;Paikannettu J. Sulkun ilmoittamien koordinaattien ja kartan perusteella.;Ei;26.11.04;28.01.11;0.00;0.00;k
Kemiönsaari;2350;Högland 2;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;239276.317;6671954.328;11002;0;Paikannettu J. Sulkun ilmoittamien koordinaattien ja kartan perusteella.;Ei;26.11.04;28.01.11;0.00;0.00;k
Parainen;2355;Ahvensaari 1;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;198429.591;6697575.825;11002;0;Paikannettu J. Sulkun ilmoittamien koordinaattien ja kartan perusteella.;Ei;26.11.04;28.01.11;0.00;0.00;k
Helsinki;2386;Kaivopuisto 1;historiallinen;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;386680.079;6670235.761;11002;0;Paikannettu tarkastussukelluksen yhteydessä otettujen GPS-koordinaattien ja karttapiirroksen perusteella.;Ei;09.12.04;28.01.11;0.00;0.00;k
Kirkkonummi;2382;Järvö;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;360848.573;6648346.434;11001;0;Paikannettu MKL:n Merenmittaustoimiston ja meriarkeologian yksikön henkilökunnan ilmoittamien koordinaattien perusteella.;Ei;01.12.04;28.01.11;0.00;0.00;k
Kaskinen;2459;Hans Christophersen;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;193366.578;6923501.111;11002;0;Paikannettu ilmoittajan antamien koordinaattien perusteella.;Ei;09.03.05;28.01.11;0.00;0.00;k
Hanko;2320;Själsten kaakkoispuoli;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;268520.747;6638045.101;11002;0;Paikannettu J. Sulkun karttapiirroksen perusteella (lähteenä Vaheri-Hyvärinen-Saari 1996?).;Ei;19.11.04;28.01.11;0.00;0.00;k
Naantali;2356;Karjaluoto pohjoispuoli;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;211745.205;6705148.855;11002;0;Paikannettu J. Sulkun kartan perusteella.;Ei;26.11.04;28.01.11;0.00;0.00;k
Kemiönsaari;2452;UJ 117;historiallinen;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;238627.813;6626615.531;11003;0;Paikannettu Sotamuseolta saatujen koordinaattien mukaan, koska koordinaattien laji ei ole selvillä (KKJ/WGS84), paikannustarkkuus on n. 200 m.;Ei;16.02.05;28.01.11;0.00;0.00;k
Parainen;2410;Svarta Hundet 1;historiallinen;alusten hylyt;hylyt (puu);muu kohde;179921.119;6678389.433;11002;0;Paikannettu J. Sulkun kartan ja koordinaattien mukaan.;Ei;04.02.05;28.01.11;0.00;0.00;k
Tampere;2454;Mustalahti 3;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;326927.375;6823357.911;11001;2;Paikannettu tarkastussukelluksen yhteydessä otettujen GPS-koordinaattien ja karttapiirroksen perusteella.;Ei;28.02.05;08.02.18;0.00;0.00;k
Porvoo;2465;Chrysant;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;423331.309;6675381.871;11002;0;Paikannettu GPS-koordinaattien ja kartan perusteella;Ei;16.03.05;28.01.11;0.00;0.00;k
Loviisa;1146;Fortuna;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;461872.718;6691626.521;11003;0;Paikannettu kartan mukaan, epätarkat paikkatiedot;Ei;26.10.01;28.01.11;0.00;0.00;k
Loviisa;1148;Five Town;ei määritelty;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;471944.727;6678952.671;11002;0;Paikannettu Loviisan Merisukeltajat ry/Jukka Kippola kartan mukaan;Ei;26.10.01;28.01.11;0.00;0.00;k
Espoo;1179;Soukanniemi Staffan 1;ei määritelty;alusten hylyt;hylyt (puu);muu kohde;370466.616;6667332.843;11002;0;Paikannettu Topi Sellman/Tredo Navalis ry  kartan  (1998)  mukaan;Ei;29.10.01;28.01.11;0.00;0.00;k
Kirkkonummi;1183;Varmbådan;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;355846.584;6648581.308;11002;0;Paikannettu Sukeltajat ry kartan sekä Roy Nurmen  (1993)  kartan  mukaan;Ei;30.10.01;28.01.11;0.00;0.00;k
Loviisa;1151;Tiiskerin hylky 3;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;459161.915;6670310.089;11002;0;Paikannettu Loviisan Merisukeltajat ry/Jukka Kippola kartan mukaan;Ei;26.10.01;28.01.11;0.00;0.00;k
Espoo;1175;Pentala Kuggsund;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;370403.649;6665883.434;11002;0;Paikannettu kartan mukaan;Ei;29.10.01;28.01.11;0.00;0.00;k
Kirkkonummi;1181;Salmen 2;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;355594;6646476;11002;0;Paikannettu Roy Nurmen (1993) kartan mukaan;Ei;29.10.01;13.09.17;0.00;0.00;k
Kirkkonummi;1240;Ramsö;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;352781.788;6654817.792;11002;0;Paikannettu ilmoituksen takana olevan piirroskartan mukaan;Ei;01.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1244;Stakaudden;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;355421.744;6650631.491;11002;0;Paikannettu Heikki Moision piirroksen mukaan;Ei;01.11.01;28.01.11;0.00;0.00;k
Mikkeli;1920;Anttolan Kirkonkylänlahti 5;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;534963.674;6828073.932;11002;0;karttaliitteen mukaan paikannettu;Ei;12.12.01;28.01.11;0.00;0.00;k
Juva;1957;Aevo;historiallinen;alusten hylyt;hylyt (puu);muu kohde;551054.159;6836111.774;11003;0;Paikannettu sanallisen selitteen mukaan, epätarkat paikkatiedot;Ei;13.12.01;28.01.11;0.00;0.00;k
Taipalsaari;1966;Vitsai 4;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;549415.054;6781910.588;11002;0;paikannettu Pekka Hirvosen ja Kari Korhosen karttapiirroksen mukaan;Ei;14.12.01;28.01.11;0.00;0.00;k
Orivesi;2132;Ruutana 1;ei määritelty;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;375402.75;6854101.774;11001;0;Paikannettu karttaliitteen mukaan;Ei;08.01.02;28.01.11;0.00;0.00;k
Tampere;2134;Särkänniemi 2;historiallinen;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;326784.43;6824362.506;11003;0;paikannettu sanallisen selosteen mukaan, epätarkat paikkatiedot;Ei;08.01.02;28.01.11;0.00;0.00;k
Raasepori;2256;Skogby 1;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;295013.044;6648839.902;11002;0;P. Paanasalon ilmoittamien GPS-koordinaattien ja kartan perusteella;Ei;05.11.04;28.01.11;0.00;0.00;k
Helsinki;2303;Kulosaari Hylje;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;389555.906;6673140.602;11002;0;Paikannettu karttaliitteen perusteella.;Ei;12.11.04;28.01.11;0.00;0.00;k
Porvoo;2381;Huis te Warmelo;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;419661.907;6650816.734;11001;0;Paikannettu MKL:n Merenmittaustoimiston ilmoittamien koordinaattien perusteella.;Ei;01.12.04;28.01.11;0.00;0.00;k
Kirkkonummi;1242;Syskonen pohjoispuoli;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;368930.27;6660203.701;11002;0;Paikannettu Irene Savolaisen kartan (2000) mukaan;Ei;01.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1245;Linlandet;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;364393.129;6652672.713;11002;0;Paikannettu Karaslahden piirroksen mukaan;Ei;01.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1248;Tavastö;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;366849.107;6659711.896;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;01.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1268;Tullandet 2.;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;354992.923;6650638.477;11002;0;Paikannettu ilmoituksen liitekartan mukaan;Ei;02.11.01;28.01.11;0.00;0.00;k
Raasepori;1270;Grantorp;historiallinen;alusten hylyt;hylyt (puu);muu kohde;307105.108;6663820.941;11002;0;ilmoituksen karttaliitteen mukaan;Ei;02.11.01;28.01.11;0.00;0.00;k
Helsinki;1276;Santahamina Radioniemi;ei määritelty;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;390340.608;6669150.218;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;02.11.01;28.01.11;0.00;0.00;k
Helsinki;1277;Matosaari 1;historiallinen;alusten hylyt;hylyt (puu);muu kohde;393611.29;6670191.814;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;02.11.01;28.01.11;0.00;0.00;k
Kemiönsaari;2513;Marskäret;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;253251.817;6649412.447;11002;0;paikannettu ilmoittajan antamien koordinaattien mukaan, jotka hän otti GPS-laitteella hylyn löytöpaikalla;Ei;04.07.07;28.01.11;0.00;0.00;k
Hanko;2514;Tulliniemi itäranta;ei määritelty;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;270968.762;6637963.148;11001;0;paikannettu ilmoittajan antamien koordinaattien mukaan;Ei;09.07.07;28.01.11;0.00;0.00;k
Vaasa;2518;VMV 6;historiallinen;alusten hylyt;hylyt (puu);muu kohde;226874.785;7008662.067;11003;0;sijaintitieto epätarkka, paikannettu ilmoittajan karttapiirroksen mukaan Kansalaisen karttapaikan avulla;Ei;10.08.07;28.01.11;0.00;0.00;k
Loviisa;1145;Ängesholmen;historiallinen;alusten hylyt;ei määritelty;muu kulttuuriperintökohde;471062.028;6690809.898;11004;0;HUOM sijainnista vain arvelu, löytötiedot puutteellisia, paikannus Loviisan Merisukeltajat ryn Jukka Kippolan lomakkeen mukaan;Ei;26.10.01;28.01.11;0.00;0.00;k
Helsinki;1312;Pikku-Mustasaari 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;387877.595;6669675.994;11001;0;Paikannettu koordinaattien mukaan;Ei;06.11.01;28.01.11;0.00;0.00;k
Helsinki;1314;Orion;historiallinen;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;381771.125;6655442.681;11004;0;Paikannettu karttaliitteen mukaan, epätarkat paikkatiedot;Ei;06.11.01;28.01.11;0.00;0.00;k
Helsinki;1315;Bändarn 3;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;389641.934;6661590.255;11003;0;Paikannettu Matti Varisen piirroskartan (1980-l) mukaan, epätarkat sijaintitiedot;Ei;06.11.01;28.01.11;0.00;0.00;k
Hanko;1344;Primus;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;287742.969;6647570.374;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1237;Kallbådan lounaispuoli;historiallinen;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;347804.873;6638815.199;11003;0;Paikannettu  karttaliitteen mukaan, epätarkat paikkatiedot;Ei;01.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1267;Sundsborg;historiallinen;alusten hylyt;ei määritelty;muu kulttuuriperintökohde;356325.426;6642688.682;11003;0;Paikannettu annettujen koordinaattien mukaan, epätarkat paikkatiedot;Ei;02.11.01;28.01.11;0.00;0.00;k
Helsinki;1273;Svartbådan pohjoispuoli;historiallinen;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;389304.067;6661666.22;11002;0;Paikannettu  Sukeltajat ry/Jari Hyvärinen  kartan mukaan;Ei;02.11.01;28.01.11;0.00;0.00;k
Helsinki;1308;Särkän salmen purjehdusesteen hylky 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;387248.854;6669794.941;11001;0;Paikannettu Matias Laitisen karttan mukaan;Ei;05.11.01;28.01.11;0.00;0.00;k
Hanko;1337;Joskär 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;290275.991;6639985.429;11002;0;Paikannettu Jukka Saaren kartan (1997) mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
Hanko;1349;Svartgrundetin hylky 1;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;287415.171;6634956.434;11002;0;Paikannettu ilmoituksen karttaliitteen perusteella;Ei;07.11.01;28.01.11;0.00;0.00;k
Loviisa;1149;Tiiskerin hylky 2;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;458750.078;6670104.172;11002;0;Paikannettu Loviisan merisukeltajat ry/ Jukka Kippola kartan mukaan;Ei;26.10.01;28.01.11;0.00;0.00;k
Loviisa;1157;Loviisanlahti Laivasilta 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;458183.155;6701960.35;11002;0;Paikannettu ilmoituksen karttaliitteen ja sanallisen selitteen mukaan;Ei;29.10.01;28.01.11;0.00;0.00;k
Espoo;1174;Vargen;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;371837.077;6664362.045;11001;0;Paikannettu karttapiirroksen mukaan;Ei;29.10.01;28.01.11;0.00;0.00;k
Helsinki;1279;Melkki länsiranta;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;382363.823;6667893.676;11002;0;Paikannettu Paanasalon ja Puomion raportin karttaliitteen (1994) mukaan;Ei;02.11.01;10.09.15;0.00;0.00;k
Helsinki;1281;Pihlajaluoto Rönnskär;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;398819;6671512;11002;0;Paikannettu ilmoittajan piirroskartan mukaan;Ei;05.11.01;31.01.18;0.00;0.00;k
Helsinki;1305;Puolimatkansaari;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;387532.734;6670776.552;11001;0;Paikannettu Matias Laitisen karttaliitteen mukaan  ja sanallisen selostuksen mukaan;Ei;05.11.01;28.01.11;0.00;0.00;k
Helsinki;1316;Bändarn 2;historiallinen;alusten hylyt;hylyt (puu);muu kohde;390033.772;6661921.119;11003;0;Paikannettu Matti Varisen piirroskartan (1980-l) mukaan, epätarkat sijaintitiedot;Ei;06.11.01;28.01.11;0.00;0.00;k
Kotka;1000022856;Eteläkari;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;515249;6681420;0;0;Piste on luotu automaattisesti tietokannan koordinaattien avulla;Ei;15.10.13;;0.00;0.00;k
Helsinki;1304;Melkki Vähäkari;ei määritelty;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;381955.998;6666991.04;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;05.11.01;28.01.11;0.00;0.00;k
Helsinki;1317;Matalakari 2;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;395760.441;6666546.286;11003;0;Paikannettu Matti Varisen kartan (1980-l), epätarkat paikkatiedot;Ei;06.11.01;28.01.11;0.00;0.00;k
Vaasa;2523;Tuomarinkarinselkä;ei määritelty;alusten hylyt;ei määritelty;muu kohde;225161.457;7011788.811;11004;0;epätarkka sijaintitieto, paikannettu vihjeen ilmoittajan tekemän kartan mukaan Kansalaisen karttapaikan avulla;Ei;10.08.07;28.01.11;0.00;0.00;k
Naantali;2553;Kramppi Vapakari;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;222551.916;6694375.23;11000;0;koordinaatit saatu löytäjältä.;Ei;21.02.08;28.01.11;0.00;0.00;k
Hanko;2574;Tvärminne Storfjärden;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;289243.384;6643691.932;11002;0;paikannettu Merenkulkulaitoksen antamien koordinaattien ja meriarkeologian yksikön tekemän tarkastussukelluksen mukaan;Ei;12.08.08;28.01.11;0.00;0.00;k
Loviisa;1154;Svartholm pohjoispuoli;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;461359.911;6694109.528;11001;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;26.10.01;28.01.11;0.00;0.00;k
Kirkkonummi;1243;Systrarna pohjoispuoli;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;369387.081;6659808.872;11002;0;Paikannettu Irene Savolaisen kartan  (2000) mukaan;Ei;01.11.01;28.01.11;0.00;0.00;k
Helsinki;1284;Itäinen Pihlajasaari 1;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;384680;6668960;11002;0;Paikannettu ilmoittajan piirtämän kartan mukaan;Ei;05.11.01;31.01.18;0.00;0.00;k
Helsinki;1335;Trutholmen;historiallinen;alusten hylyt;hylyt (puu);muu kohde;394983.745;6669131.244;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
Helsinki;1365;Iso Mustasaari 3;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;388514.344;6669568.036;11002;0;Paikannettu karttaliitteen mukaan;Ei;08.11.01;28.01.11;0.00;0.00;k
Helsinki;1366;Iso Mustasaari 17;ei määritelty;alusten hylyt;hylyt (puu);muu kohde;388512.348;6669611.019;11002;0;Paikannettu karttaliitteen mukaan;Ei;08.11.01;28.01.11;0.00;0.00;k
Hanko;1395;Tulliniemen kaksoishylky 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;271026.739;6637123.484;11002;0;Paikannettu meriarkeologian yksikön tekemän Hauensuolen alueen viistokaikukartoituksen yhteydessä 2007.;Ei;12.11.01;28.01.11;0.00;0.00;k
Hanko;1402;Fröjan;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;265263.041;6639741.401;11002;0;Paikannettu Sukeltajat ry/Jari Hyvärinen  kartan mukaan;Ei;12.11.01;28.01.11;0.00;0.00;k
Helsinki;1302;Kuggsundet;ei määritelty;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;389498.955;6667528.865;11002;0;Paikannettu ilmoittajan piirroskartan mukaan;Ei;05.11.01;28.01.11;0.00;0.00;k
Helsinki;1311;Coolaroo;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;381592.197;6655267.75;11001;0;Merkitty peruskarttaan;Ei;06.11.01;28.01.11;0.00;0.00;k
Helsinki;1333;Königin Louise;historiallinen;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;387173.961;6653894.337;11001;0;Paikannus tarkentunut, paikannettu uudestaan MKL:n mittaustoimiston ilmoittamien koordinaattitietojen perusteella. (Vanhat YKJ-koord. Pkoo 6656137, Ikoo 3385386).;Ei;06.11.01;28.01.11;0.00;0.00;k
Helsinki;1367;Iso Mustasaari 18;ei määritelty;alusten hylyt;hylyt (puu);muu kohde;388479.358;6669496.069;11002;0;Paikannettu karttaliitteen mukaan;Ei;08.11.01;28.01.11;0.00;0.00;k
Hanko;1378;Tvärminnen pienvenesatama;historiallinen;alusten hylyt;hylyt (puu);muu kohde;287470.122;6639589.573;11001;0;paikannettu tarkastuksen karttaliiteen (2001) mukaan;Ei;09.11.01;28.01.11;0.00;0.00;k
Hanko;1393;Backoholmen;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;273231.836;6641380.779;11002;0;"Paikannus Kaasu Diving ry 1996. Kohde on myös merkitty merikarttaan, mutta hylky on ko. kohdasta yli 100m  luoteeseen; nykyaikaiset koordinaatit eivät ainakaan tässä kohdin täsmää vanhoihin karttapohjiin, joista cd-merikarttakin on tehty.";Ei;12.11.01;28.01.11;0.00;0.00;k
Hanko;1400;Lilla Ankargrundet;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;270760.849;6636817.606;11002;0;Paikannettu  Kaarinan Sukeltajat ry/Jarkko Rastas kartan (1998) mukaan;Ei;12.11.01;28.01.11;0.00;0.00;k
Hanko;1401;Andalskären 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;276356.604;6636374.811;11002;0;Paikannettu Kaarinen Sukeltajat/Jarkko Rastas kartan (1998) mukaan;Ei;12.11.01;28.01.11;0.00;0.00;k
Kemiönsaari;1403;Morgonlandin hylky II;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;258622.745;6633046.054;11003;0;Paikannettu Vaheri-Hyvärinen-Saaren kartan mukaan (epämääräinen paikkatieto) Kansalaisen karttapaikan avulla.;Ei;12.11.01;28.01.11;0.00;0.00;k
Hanko;1405;Länsisatama länsipuoli;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;272596.105;6638364.987;11001;0;Paikannettu annettujen koordinaattien mukaan;Ei;12.11.01;28.01.11;0.00;0.00;k
Helsinki;1370;Susisaaren hylky 2;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;388355.408;6669042.247;11002;0;Paikannettu Teredo Navaliksen tutkimusalueiden 1987 kartan mukaan;Ei;09.11.01;28.01.11;0.00;0.00;k
Helsinki;1371;Iso Mustasaari 10;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;388350.414;6669123.212;11001;0;Paikannettu meriarkeologian yksikön viistokaikukartoituksessa v. 2007.;Ei;09.11.01;28.01.11;0.00;0.00;k
Kemiönsaari;1404;Morgonlandet eteläpuoli;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;258699.718;6632274.368;11003;0;"Paikannettu kirjan mukaan. (Huom! Ristiriitainen paikkatieto; kartassa pohjoipuolella; mutta viite kirjaan ja kirjan sanallinen selostus ja kartta osoittavat etelärantaa!)";Ei;12.11.01;28.01.11;0.00;0.00;k
Helsinki;1368;Sjöstjärna;historiallinen;alusten hylyt;hylyt (puu);muu kohde;385864.406;6669573.022;11001;0;merkitty peruskarttaan;Ei;09.11.01;28.01.11;0.00;0.00;k
Hanko;1396;Tulliniemen kaksoishylky 2;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;271026.739;6637123.484;11002;0;Paikannettu meriarkeologian yksikön tekemässä Hauensuolen viistokaikukartoituksessa 2007.;Ei;12.11.01;28.01.11;0.00;0.00;k
Hanko;1397;Högskär;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;270546.937;6636562.708;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;12.11.01;28.01.11;0.00;0.00;k
Hanko;1374;Tvärminneön;ei määritelty;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;289321.375;6639617.578;11002;0;Paikannettu ilmoituksen karttaliitteen (Per-Erik Stenlundin kartta)  mukaan;Ei;09.11.01;28.01.11;0.00;0.00;k
Hanko;1375;Kalvholm 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;289857.162;6638734.933;11002;0;Paikannettu Olavi Mäkisen / Sukellusseura Calypso(2000) kartan mukaan;Ei;09.11.01;28.01.11;0.00;0.00;k
Helsinki;1000018663;Hylkysaari 2;;alusten hylyt;hylyt (puu);muu kohde;388425;6672390;0;0;Piste on luotu automaattisesti tietokannan koordinaattien avulla;Ei;06.04.11;;0.00;0.00;k
